category,title,total_used,used_grades
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Front of House Reception) (QCF),1,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Engineering (Specialist: Electrical/Mechanical) (QCF),1,"[""Pass""]"
National Vocational Qualification,Performing Arts (QCF),1,"[""7""]"
i GCSE,Development studies ,1,"[""5""]"
BTEC - National Vocational Qualification,BTEC 90-credit Enterprise and Entrepreneurship (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC Subsidiary Sport and Exercise Sciences (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC 90-credit Production Arts (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC Subsidiary Performing Arts (QCF),1,"[""Pass""]"
National Vocational Qualification,Dance: Grade 7 (QCF),1,"[""1""]"
National Vocational Qualification,English Skills (QCF),1,"[""4""]"
National Vocational Qualification,Maths: Working with Mathematical Skills (QCF),1,"[""4""]"
A Level,Dutch,1,"[""B""]"
National Vocational Qualification,Computing (QCF),1,"[""A""]"
BTEC - National Vocational Qualification,BTEC HNC Electronic Engineering (QCF),1,"[""Merit""]"
A Level,Business Studies,1,"[""B""]"
i GCSE,Art,1,"[""9""]"
i GCSE,History,1,"[""A""]"
GCSE,RE Philosophy and Ethics,1,"[""B""]"
GCSE,Textiles,1,"[""B""]"
GCSE,Triple Science,1,"[""9""]"
GCSE,ICT,1,"[""7""]"
GCSE,Ancient Greek,1,"[""6""]"
GCSE,Preparation for Working Life,1,"[""Level 2""]"
GCSE,Engineering,1,"[""B""]"
i GCSE,Business Studies,1,"[""A""]"
GCSE,Resistant Materials,1,"[""C""]"
GCSE,RS,1,"[""5""]"
GCSE,Further Maths,1,"[""A""]"
GCSE,Additional Science,1,"[""B""]"
GCSE,Design Technology,1,"[""B""]"
GCSE,Science (Core),1,"[""6""]"
National Vocational Qualification, Spanish,1,"[""4""]"
AS Level,Japanese,1,"[""C""]"
AS Level,Italian,1,"[""A""]"
National Vocational Qualification,ICT systems and principles for IT professionals (PROCOM - Technical) (QCF),1,"[""B""]"
AS Level,Mathematics (MEI),1,"[""A""]"
AS Level,Physics (Salters Horners),1,"[""A""]"
GCSE,Japanese: Written Language ,1,"[""A*""]"
National Vocational Qualification, Music Technology (QCF),1,"[""7""]"
i GCSE,First language Turkish ,1,"[""A*""]"
National Vocational Qualification,Acting (Grade 8) (QCF),1,"[""9""]"
BTEC - National Vocational Qualification,BTEC Learning Support (QCF),1,"[""Distinction*""]"
A Level,Drama and Theatre Studies,1,"[""4""]"
i GCSE,Travel and tourism ,1,"[""B""]"
A Level,Science,1,"[""A""]"
BTEC - National Vocational Qualification,BTEC Personal Training (QCF),1,"[""Pass""]"
BTEC - National Vocational Qualification,BTEC Principles of Business Administration (QCF),1,"[""Distinction""]"
International Baccalaureate Middle Years Programme, Hindi,1,"[""D""]"
AS Level,Accounting,1,"[""E""]"
National Vocational Qualification,Banking (QCF),1,"[""C""]"
National Vocational Qualification,Accounting,1,"[""D""]"
National Vocational Qualification,Handling Data - Statistics (QCF),1,"[""C""]"
National Vocational Qualification,Business Administration (QCF),1,"[""D""]"
National Vocational Qualification,"Mathematics - Numbers, Decimals, Fractions and Percentages (QCF)",1,"[""C""]"
National Vocational Qualification,English - Grammar and Punctuation (QCF),1,"[""A""]"
Specialist Music,Saxophone,1,"[""4""]"
GCSE,Chemistry ,1,"[""8""]"
AS Level,Geology,1,"[""A*""]"
AS Level,History,1,"[""A*""]"
AS Level,Statistics,1,"[""A*""]"
AS Level,Science,1,"[""A*""]"
AS Level,Sport and Physical Education,1,"[""A*""]"
AS Level,Environmental Studies,1,"[""A*""]"
BTEC - National Vocational Qualification,Construction and the Built Environment,1,"[""A""]"
National Vocational Qualification,Understanding Personal Finance (QCF),1,"[""6""]"
BTEC - National Vocational Qualification,BTEC Body Building Principles (QCF),1,"[""Pass""]"
National Vocational Qualification,Sports Leaders UK Sports Leadership (QCF),1,"[""C""]"
A Level,Design and Technology: Product Design (3-D Design),1,"[""5""]"
BTEC - National Vocational Qualification,Business,1,"[""6""]"
National Vocational Qualification, Smart Product Design and Manufacture (QCF),1,"[""A""]"
BTEC - National Vocational Qualification,BTEC the Delivery of Conflict Management Training (QCF),1,"[""Pass""]"
BTEC - National Vocational Qualification,BTEC Health and Safety the Workplace (QCF),1,"[""Distinction*""]"
National Vocational Qualification,"Advanced Exercise, Health and Fitness Instruction (Future Fit Training) (QCF)",1,"[""4""]"
A Level,Engineering,1,"[""B""]"
GCSE, Sports Studies (QCF),1,"[""6""]"
BTEC - National Vocational Qualification,BTEC Fundraising Practice (QCF),1,"[""Pass""]"
BTEC - National Vocational Qualification,BTEC Principles of Customer Service (QCF),1,"[""Merit""]"
National Vocational Qualification,Hospitality and Catering Principles (Food and Beverage Service) (QCF),1,"[""A""]"
A Level,Business,1,"[""B""]"
BTEC - National Vocational Qualification,BTEC Animal Care (QCF),1,"[""Merit""]"
National Vocational Qualification,Business Finance (QCF),1,"[""6""]"
A Level,History,1,"[""A""]"
Specialist Music,Dance,1,"[""4""]"
Specialist Music,Science - Combined:Trilogy,1,"[""6""]"
Specialist Music,Geology,1,"[""4""]"
Specialist Music,Technology and Design,1,"[""B""]"
Specialist Music,Health and Social Care ,1,"[""C""]"
Specialist Music,Applied Art and Design ,1,"[""6""]"
Specialist Music,Business Studies,1,"[""B""]"
BTEC - National Vocational Qualification,BTEC Fire and Rescue Services the Community (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC HNC Art and Design (QCF),1,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Fashion and Clothing (QCF),1,"[""Merit""]"
National Vocational Qualification,Financial Studies (QCF),1,"[""A*""]"
A Level,Media Studies,1,"[""C""]"
National Vocational Qualification,Accounting and Finance (QCF),1,"[""A""]"
National Vocational Qualification,Early Years Education and Childcare (Early Years Educator) (QCF),1,"[""B""]"
BTEC - National Vocational Qualification,BTEC Textile Design and Manufacture (QCF),1,"[""Pass""]"
